,Tweet,text,date,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
92,retweet  similar historical experience  common development tasks  and shared strategic interests have bound china and africa togethe…,"RT @ChinaDaily: Similar historical experience, common development tasks, and shared strategic interests have bound China and Africa togethe…",Mon Nov 29 22:55:08 +0000 2021,0,0,0,0,0,0,0,1,0,0
93,retweet  wang guang is part of the fifth group of the china medical aid team to gambia  which is now preparing to set off  the coronavirus…,"RT @ChinaDaily: Wang Guang is part of the fifth group of the China medical aid team to Gambia, which is now preparing to set off. The COVID…",Mon Nov 29 22:57:06 +0000 2021,0,0,0,0,0,0,0,0,1,0
94,retweet   opencomment similar historical experience  common development tasks  and shared strategic interests have bound china and a…,"RT @ChinaDaily: #OpenComment Similar historical experience, common development tasks, and shared strategic interests have bound China and A…",Mon Nov 29 23:07:54 +0000 2021,0,0,0,0,0,0,0,1,0,0
95,retweet  china s macroeconomic policies aim to minimize cyclical fluctuations and stabilize growth through structural adjustments  p…,"RT @ChinaDaily: China's macroeconomic policies aim to minimize cyclical fluctuations and stabilize growth through structural adjustments, p…",Mon Nov 29 23:10:05 +0000 2021,0,0,0,0,0,0,0,0,1,0
96,retweet  the eighth ministerial conference of the forum on china africa cooperation is likely to see the two sides agreeing on a joi…,RT @ChinaDaily: The Eighth Ministerial Conference of the Forum on China-Africa Cooperation is likely to see the two sides agreeing on a joi…,Mon Nov 29 23:10:13 +0000 2021,0,0,0,0,0,0,0,1,1,0
97,retweet  china s xi pledges another 1 bln coronavirus vaccine doses for africa  ,RT @Reuters: China's Xi pledges another 1 bln COVID-19 vaccine doses for Africa https://t.co/nLWJNCfIRu https://t.co/PPSlkgCUS8,Tue Nov 30 00:10:49 +0000 2021,0,0,0,0,0,0,0,0,1,0
98,"retweet  where america’s international higher education students come from 

1 china flag  China 
2 india flag  India 
3 south korea flag  South Korea 
4 canada 🇨🇦…","RT @ValaAfshar: Where America’s international higher education students come from:

1 China 🇨🇳 
2 India 🇮🇳 
3 South Korea 🇰🇷 
4 Canada 🇨🇦…",Tue Nov 30 00:39:44 +0000 2021,0,0,0,0,0,0,0,0,1,0
99,retweet  by data based modeling  a group in nankai university in china found the infection of omicron variant of coronavirus is 37 …,"RT @globaltimesnews: By data-based modeling, a group in Nankai University in China found the infection of Omicron variant of COVID19 is 37.…",Tue Nov 30 00:47:11 +0000 2021,0,0,0,0,0,0,0,0,1,0
100,1 2 ystd pres  xi announced at  focac   china to provide another 1 billion doses of  vaccines to  africa  including 600 million doses as  donation  amp  400 million doses to be provided thru such means asjoint production by chinese companies  amp  relevant african countries  ,"1/2 Ystd Pres #Xi announced at #FOCAC: #China to provide another 1 billion doses of #vaccines to #Africa, including 600 million doses as #donation &amp; 400 million doses to be provided thru such means asjoint production by Chinese companies &amp; relevant African countries! https://t.co/qBBbWsyM7L",Tue Nov 30 02:03:12 +0000 2021,0,0,0,0,0,0,0,0,1,0
101,"retweet  welcome to china
“hello sir  please show your health code and go to the designated hotel for quarantine ” …","RT @affectbitter: Welcome to China
“Hello Sir, please show your health code and go to the designated hotel for quarantine.” https://t.co/UZ…",Mon Dec 06 05:07:32 +0000 2021,1,0,0,0,0,0,0,0,0,1
102,"retweet  facebook parent meta removes china based network pushing coronavirus misinformation
","RT @TIME: Facebook parent Meta removes China-based network pushing COVID-19 misinformation
https://t.co/1iUiVdO78V",Mon Dec 06 06:05:12 +0000 2021,0,0,0,0,0,0,1,0,0,1
103,"retweet  does the global scramble to contain omicron show that china s coronavirus zero approach is simply better 
","RT @TIME: Does the global scramble to contain Omicron show that China's COVID zero approach is simply better?
https://t.co/Z24RdhXTZs",Mon Dec 06 06:07:08 +0000 2021,0,0,0,0,0,0,1,1,0,0
104,retweet  in  zero coronavirus  china  cases have been above zero for seven weeks ,"RT @microsoftnews: In 'zero-Covid' China, cases have been above zero for seven weeks https://t.co/hGmBT3v9cx",Mon Dec 06 07:34:25 +0000 2021,0,0,0,0,1,0,0,0,1,0
105,retweet  the inaugural meeting of the malaysia china high level committee agreements in r amp d  vaccine production  digital telecommu…,"RT @geoff_p_wade: The inaugural meeting of the Malaysia-China high-level committee agreements in R&amp;D, vaccine production, digital telecommu…",Mon Dec 06 11:24:55 +0000 2021,1,0,0,0,0,0,0,0,1,0
106,"china national pharmaceutical group  makers of sinopharm  will back attempts by cambodia to produce its own coronavirus vaccines by the end of next year 
read more      china  cambodia  coronavirus  coronavirusvaccine  coronavirus","China National Pharmaceutical Group, makers of Sinopharm, will back attempts by Cambodia to produce its own Covid-19 vaccines by the end of next year.
Read more... https://t.co/9CLxO0Iadd #China #Cambodia #COVID19 #CovidVaccine #Covid",Mon Dec 06 11:50:00 +0000 2021,0,0,0,0,0,0,0,1,1,0
107,so i am wondering if omicron is our savior out of the pandemic  does the rest of the world let china keep its borders closed and leave them with alpha 🤷🏻‍♂️,So I’m wondering if omicron is our savior out of the pandemic. Does the rest of the world let China keep its borders closed and leave them with Alpha?🤷🏻‍♂️,Mon Dec 06 13:23:50 +0000 2021,0,0,0,0,0,0,0,1,0,1
108,"retweet  the  omicron    xi virus   variant has evolved from
the wuhan chinese communist party virus microbe  coronavirus   it all goes back to wuhan china…","RT @thestranger515: The #Omicron  (#XI VIRUS ) variant has evolved from
The Wuhan #CCP VIRUS 🦠 (COVID-19)  It all goes Back to WUHAN CHINA…",Mon Dec 06 14:23:38 +0000 2021,0,0,0,0,0,0,0,1,0,0
109,retweet  she does not belong to the  avengers  who bows to china   her courage  kindness and wisdom are enough to show that she…,"RT @ErenJager202020: She does not belong to the ""Avengers"" who bows to China.  Her courage, kindness and wisdom are enough to show that she…",Mon Dec 06 14:24:24 +0000 2021,1,0,0,0,0,0,0,0,0,1
110,retweet  china’s influence in asia receded in the second year of the pandemic as the country turned more inward  according to an aus…,"RT @japantimes: China’s influence in Asia receded in the second year of the pandemic as the country turned more inward, according to an Aus…",Mon Dec 06 17:13:26 +0000 2021,0,0,0,0,0,0,0,1,1,0
111,"china will back attempts by cambodia to produce its own coronavirus vaccines following a request from cambodian prime minister hun sen and a swift rollout of the country’s vaccination program 
read more…   china  cambodia  coronavirus  coronavirusvaccine  coronavirus","China will back attempts by Cambodia to produce its own Covid-19 vaccines following a request from Cambodian Prime Minister Hun Sen and a swift rollout of the country’s vaccination program.
Read more… https://t.co/9CLxO0qzlF #China #Cambodia #COVID19 #CovidVaccine #Covid",Tue Dec 07 00:50:00 +0000 2021,0,0,0,0,0,0,0,1,1,0
112,"retweet  china is vaccinating its citizens to protect them from coronavirus 

nytimes  but at what cost  ","RT @china_takes: China is vaccinating its citizens to protect them from COVID 

NYTimes: but at what cost? https://t.co/hK0B2QwhEs",Tue Dec 07 01:11:40 +0000 2021,0,0,0,0,1,0,1,0,0,0
113,"retweet  brilliant 
lockdown resident 
in hangzhou，east china，
got back his clothes 
blew away by the wind，
with a hairy crab  http…","RT @tongbingxue: Brilliant!
Lockdown resident 
in Hangzhou，east China，
got back his clothes 
blew away by the wind，
with a hairy crab! http…",Wed Dec 15 09:03:05 +0000 2021,0,0,0,0,0,0,0,0,0,1
114,"retweet  the 70th anniversary of china’s foreign aid and
 2nd anniversary of china international development cooperation agency …","RT @cidcaofficial: The 70th Anniversary of China’s Foreign Aid and
 2nd Anniversary of China International Development Cooperation Agency.…",Wed Dec 15 11:31:41 +0000 2021,0,0,0,0,0,0,0,0,1,0
115,retweet  while joe biden is firing able bodied american service members who do not take a vaccine  china is launching hypersonic m…,"RT @charliekirk11: While Joe Biden is firing able-bodied American Service Members who don't take a vaccine, China is launching hypersonic m…",Wed Dec 15 12:29:39 +0000 2021,0,0,0,0,0,0,1,1,0,0
116,retweet  marcelo and luka modric both tested positive for coronavirus  it took a bat from china for modric to finally get some rest ,RT @XavsFutbol: Marcelo and Luka Modric both tested positive for Covid. It took a bat from China for Modric to finally get some rest.,Wed Dec 15 12:34:07 +0000 2021,0,0,0,0,0,0,0,0,1,0
117,well well well  tell us something we never knew bout china  ,"Well well well, tell us something we never knew bout China! https://t.co/dsGiEjMf5S",Wed Dec 15 14:03:00 +0000 2021,0,0,0,0,0,0,0,1,0,1
118,retweet  hong kong continues quarantine free travel policy with china   jakarta daily ,RT @21BeritaTerkini: Hong Kong Continues Quarantine-Free Travel Policy with China - Jakarta Daily https://t.co/AY5h9VxZy0,Wed Dec 15 15:20:38 +0000 2021,0,0,0,0,0,0,0,0,1,0
119,retweet  looking across emerging markets  there is only one winner in the global coronavirus pandemic  china  china s current account…,"RT @RobinBrooksIIF: Looking across emerging markets, there is only one winner in the global COVID pandemic: China. China's current account…",Wed Dec 15 17:45:08 +0000 2021,1,0,0,0,0,0,0,1,0,0
120,"retweet  sinovac vaccine showing no effectiveness against omicron variant after two doses  

china had been world leader in vaccine…","RT @ianbremmer: Sinovac vaccine showing no effectiveness against Omicron variant after two doses. 

China had been world leader in vaccine…",Wed Dec 15 18:38:43 +0000 2021,0,0,0,0,0,0,1,1,1,0
121,retweet  an in depth look into  china’s “dynamic zero coronavirus policy  which has provided us with pre emptive defense against the…,"RT @SpokespersonCHN: An in-depth look into #China’s “dynamic zero-COVID” policy, which has provided us with pre-emptive defense against the…",Wed Dec 15 22:02:53 +0000 2021,1,0,0,0,0,0,0,1,0,0
122,retweet  coronavirus was designed by china and our own government to take president trump out of office  they did not care how many it…,RT @MsAvaArmstrong: Covid was designed by China and our own government to take President Trump out of office. They didn’t care how many it…,Wed Dec 15 22:10:43 +0000 2021,0,0,0,0,0,0,1,1,0,0
123,"retweet  study finds china s sinovac null for antibodies to omicron

university of hong kong microbiologists say pfizer biontech s…","RT @IndoPac_Info: Study finds China's Sinovac null for antibodies to Omicron

University of Hong Kong microbiologists say Pfizer-BioNTech's…",Thu Dec 16 00:42:33 +0000 2021,0,0,0,0,0,0,0,0,1,0
124, the way to stop coronavirus is to stop paying taxes and move all your money and investments to china  i theorized that the national security threat to us and nato would be too great if everyone move their money to china to the point that they will remove all social restrictions ,@KamVTV The way to stop covid is to stop paying taxes and move all your money and investments to China. I theorized that the national security threat to US and NATO would be too great if everyone move their money to China to the point that they will remove all social restrictions.,Thu Dec 16 00:56:26 +0000 2021,0,0,0,0,0,0,1,1,0,0
125,"    significant recovery plans and inflation we are seeing as the u s   china and other countries create excess demand    the competition for containers has exacerbated the situation  making transportation costs higher   
","""...significant recovery plans and inflation we are seeing as the U.S., China and other countries create excess demand... The competition for containers has exacerbated the situation, making transportation costs higher. ""
https://t.co/C4SBHZUFll",Thu Dec 16 02:43:26 +0000 2021,0,0,0,0,0,0,1,0,0,0
126,"retweet  currently in china 
children from 500 kindergarden send to quarantaine camps face screaming in fear  plandemi  childabuse aragainsthumani…","RT @JacquelineWism1: Currently in China.
Children from 500 kindergarden send to quarantaine camps 😱 #plandemi #childabuse #waragainsthumani…",Thu Dec 16 03:46:02 +0000 2021,0,0,0,0,1,0,0,0,1,0
127, fck wuhan   damn you china man and woman who spread deadly virus to whole world   shame on you,@visit_wuhan Fck wuhan.. damn you china man and woman who spread deadly virus to whole world.. shame on you,Thu Dec 16 03:58:50 +0000 2021,0,0,0,0,0,0,1,0,0,0
128,"hi asean family

 newsfromvietnam🇻🇳

việt nam’s daily coronavirus vaccination rate in november is the third highest in the world  just after billion population india and china  according to the health ministry 🇻🇳

page facing up 

 vietnam  vaccinated ","Hi ASEAN family

#NewsFromVietnam🇻🇳

Việt Nam’s daily COVID-19 vaccination rate in November is the third highest in the world, just after billion-population India and China, according to the health ministry.🇻🇳

📄@VietnamNewsVNS 

#Vietnam #Vaccinated https://t.co/kywFC1alcL",Fri Dec 17 05:53:44 +0000 2021,0,0,0,0,0,0,0,0,1,0
129,retweet  china’s sinovac claimed that a third dose of its coronavirus vaccine is 94  effective against the omicron variant of the coronavir…,RT @Forbes: China’s Sinovac claimed that a third dose of its Covid-19 vaccine is 94% effective against the omicron variant of the coronavir…,Fri Dec 17 06:51:45 +0000 2021,0,0,0,0,0,0,0,0,1,0
